,Date&Time,sensorID,Type,Location,Event
44850,15/06/22 11:06:26,S-04,Sonar,desktop 4,NO
44851,15/06/22 11:06:27,S-05,Sonar,sada,NO
44852,15/06/22 11:06:38,S-01,Sonar,Desktop 1,YES
44853,15/06/22 11:06:40,S-02,Sonar,sada,NO
44854,15/06/22 11:06:41,S-03,Sonar,Desktop 3,NO
44855,15/06/22 11:06:42,S-04,Sonar,desktop 4,NO
44856,15/06/22 11:06:43,S-05,Sonar,sada,NO
44857,15/06/22 11:06:54,S-01,Sonar,Desktop 1,YES
44858,15/06/22 11:06:55,S-02,Sonar,sada,NO
44859,15/06/22 11:06:56,S-03,Sonar,Desktop 3,NO
44860,15/06/22 11:06:58,S-04,Sonar,desktop 4,NO
44861,15/06/22 11:06:59,S-05,Sonar,sada,NO
44862,15/06/22 11:07:10,S-01,Sonar,Desktop 1,YES
44863,15/06/22 11:07:11,S-02,Sonar,sada,NO
44864,15/06/22 11:07:12,S-03,Sonar,Desktop 3,NO
44865,15/06/22 11:07:13,S-04,Sonar,desktop 4,NO
44866,15/06/22 11:08:04,S-01,Sonar,Desktop 1,YES
44867,15/06/22 11:08:05,S-02,Sonar,sada,NO
44868,15/06/22 11:08:06,S-03,Sonar,Desktop 3,NO
44869,15/06/22 11:08:07,S-04,Sonar,desktop 4,NO
44870,15/06/22 11:08:08,S-05,Sonar,sada,NO
44871,15/06/22 11:08:20,S-01,Sonar,Desktop 1,NO
44872,15/06/22 11:08:21,S-02,Sonar,sada,NO
44873,15/06/22 11:08:22,S-03,Sonar,Desktop 3,NO
44874,15/06/22 11:08:23,S-04,Sonar,desktop 4,NO
44875,15/06/22 11:08:24,S-05,Sonar,sada,NO
44876,15/06/22 11:08:36,S-01,Sonar,Desktop 1,NO
44877,15/06/22 11:08:37,S-02,Sonar,sada,NO
44878,15/06/22 11:08:38,S-03,Sonar,Desktop 3,NO
44879,15/06/22 11:08:39,S-04,Sonar,desktop 4,NO
44880,15/06/22 11:08:40,S-05,Sonar,sada,NO
44881,15/06/22 11:08:52,S-01,Sonar,Desktop 1,NO
44882,15/06/22 11:08:53,S-02,Sonar,sada,NO
44883,15/06/22 11:08:54,S-03,Sonar,Desktop 3,NO
44884,15/06/22 11:08:55,S-04,Sonar,desktop 4,NO
44885,15/06/22 11:08:56,S-05,Sonar,sada,NO
44886,15/06/22 11:09:08,S-01,Sonar,Desktop 1,NO
44887,15/06/22 11:09:09,S-02,Sonar,sada,NO
44888,15/06/22 11:09:10,S-03,Sonar,Desktop 3,NO
44889,15/06/22 11:09:11,S-04,Sonar,desktop 4,NO
44890,15/06/22 11:09:12,S-05,Sonar,sada,NO
44891,15/06/22 11:09:25,S-01,Sonar,Desktop 1,NO
44892,15/06/22 11:09:26,S-02,Sonar,sada,NO
44893,15/06/22 11:09:27,S-03,Sonar,Desktop 3,NO
44894,15/06/22 11:09:28,S-04,Sonar,desktop 4,NO
44895,15/06/22 11:09:29,S-05,Sonar,sada,NO
44896,15/06/22 11:09:30,D-01,OpenMV Camera,Desktop,out
44897,15/06/22 11:09:41,S-01,Sonar,Desktop 1,NO
44898,15/06/22 11:09:42,S-02,Sonar,sada,YES
44899,15/06/22 11:09:43,S-03,Sonar,Desktop 3,NO
44900,15/06/22 11:09:44,S-04,Sonar,desktop 4,NO
44901,15/06/22 11:09:45,S-05,Sonar,sada,NO
44902,15/06/22 11:09:57,S-01,Sonar,Desktop 1,NO
44903,15/06/22 11:09:58,S-02,Sonar,sada,NO
44904,15/06/22 11:09:59,S-03,Sonar,Desktop 3,NO
44905,15/06/22 11:10:00,S-04,Sonar,desktop 4,NO
44906,15/06/22 11:10:01,S-05,Sonar,sada,NO
44907,15/06/22 11:10:13,S-01,Sonar,Desktop 1,NO
44908,15/06/22 11:10:14,S-02,Sonar,sada,NO
44909,15/06/22 11:10:15,S-03,Sonar,Desktop 3,NO
44910,15/06/22 11:10:16,S-04,Sonar,desktop 4,NO
44911,15/06/22 11:10:17,S-05,Sonar,sada,NO
44912,15/06/22 11:10:28,S-01,Sonar,Desktop 1,NO
44913,15/06/22 11:10:30,S-02,Sonar,sada,NO
44914,15/06/22 11:10:31,S-03,Sonar,Desktop 3,NO
44915,15/06/22 11:10:31,S-04,Sonar,desktop 4,NO
44916,15/06/22 11:10:34,S-05,Sonar,sada,NO
44917,15/06/22 11:10:45,S-01,Sonar,Desktop 1,NO
44918,15/06/22 11:10:46,S-02,Sonar,sada,NO
44919,15/06/22 11:10:47,S-03,Sonar,Desktop 3,NO
44920,15/06/22 11:10:49,S-04,Sonar,desktop 4,NO
44921,15/06/22 11:10:50,S-05,Sonar,sada,NO
44922,15/06/22 11:11:01,S-01,Sonar,Desktop 1,NO
44923,15/06/22 11:11:02,S-02,Sonar,sada,NO
44924,15/06/22 11:11:04,S-03,Sonar,Desktop 3,NO
44925,15/06/22 11:11:05,S-04,Sonar,desktop 4,NO
44926,15/06/22 11:11:06,S-05,Sonar,sada,NO
44927,15/06/22 11:11:12,D-01,OpenMV Camera,Desktop,in
44928,15/06/22 11:11:17,S-01,Sonar,Desktop 1,NO
44929,15/06/22 11:11:19,S-02,Sonar,sada,YES
44930,15/06/22 11:11:20,S-03,Sonar,Desktop 3,NO
44931,15/06/22 11:11:22,S-04,Sonar,desktop 4,NO
44932,15/06/22 11:11:23,S-05,Sonar,sada,NO
44933,15/06/22 11:11:34,S-01,Sonar,Desktop 1,YES
44934,15/06/22 11:11:35,S-02,Sonar,sada,NO
44935,15/06/22 11:11:36,S-03,Sonar,Desktop 3,NO
44936,15/06/22 11:11:37,S-04,Sonar,desktop 4,NO
44937,15/06/22 11:11:38,S-05,Sonar,sada,NO
44938,15/06/22 11:11:50,S-01,Sonar,Desktop 1,YES
44939,15/06/22 11:11:51,S-02,Sonar,sada,NO
44940,15/06/22 11:11:52,S-03,Sonar,Desktop 3,NO
44941,15/06/22 11:11:54,S-04,Sonar,desktop 4,NO
44942,15/06/22 11:11:55,S-05,Sonar,sada,NO
44943,15/06/22 11:12:08,S-01,Sonar,Desktop 1,YES
44944,15/06/22 11:12:09,S-02,Sonar,sada,NO
44945,15/06/22 11:12:10,S-03,Sonar,Desktop 3,NO
44946,15/06/22 11:12:11,S-04,Sonar,desktop 4,NO
44947,15/06/22 11:12:12,S-05,Sonar,sada,NO
44948,15/06/22 11:12:24,S-01,Sonar,Desktop 1,YES
44949,15/06/22 11:12:25,S-02,Sonar,sada,NO
44950,15/06/22 11:12:26,S-03,Sonar,Desktop 3,NO
44951,15/06/22 11:12:27,S-04,Sonar,desktop 4,NO
44952,15/06/22 11:12:28,S-05,Sonar,sada,NO
44953,15/06/22 11:12:40,S-01,Sonar,Desktop 1,NO
44954,15/06/22 11:12:41,S-02,Sonar,sada,NO
44955,15/06/22 11:12:43,S-03,Sonar,Desktop 3,NO
44956,15/06/22 11:12:44,S-04,Sonar,desktop 4,NO
44957,15/06/22 11:12:45,S-05,Sonar,sada,NO
44958,15/06/22 11:12:56,S-01,Sonar,Desktop 1,NO
44959,15/06/22 11:12:57,S-02,Sonar,sada,NO
44960,15/06/22 11:12:58,S-03,Sonar,Desktop 3,NO
44961,15/06/22 11:13:00,S-04,Sonar,desktop 4,NO
44962,15/06/22 11:13:01,S-05,Sonar,sada,NO
44963,15/06/22 11:13:12,S-01,Sonar,Desktop 1,YES
44964,15/06/22 11:13:13,S-02,Sonar,sada,NO
44965,15/06/22 11:13:16,S-03,Sonar,Desktop 3,NO
44966,15/06/22 11:13:17,S-04,Sonar,desktop 4,NO
44967,15/06/22 11:13:18,S-05,Sonar,sada,NO
44968,15/06/22 11:13:29,S-01,Sonar,Desktop 1,NO
44969,15/06/22 11:13:31,S-02,Sonar,sada,NO
44970,15/06/22 11:13:32,S-03,Sonar,Desktop 3,NO
44971,15/06/22 11:13:33,S-04,Sonar,desktop 4,NO
44972,15/06/22 11:13:34,S-05,Sonar,sada,NO
44973,15/06/22 11:13:46,S-01,Sonar,Desktop 1,NO
44974,15/06/22 11:13:47,S-02,Sonar,sada,YES
44975,15/06/22 11:13:48,S-03,Sonar,Desktop 3,NO
44976,15/06/22 11:13:49,S-04,Sonar,desktop 4,NO
44977,15/06/22 11:13:50,S-05,Sonar,sada,NO
44978,15/06/22 11:14:02,S-01,Sonar,Desktop 1,NO
44979,15/06/22 11:14:03,S-02,Sonar,sada,NO
44980,15/06/22 11:14:04,S-03,Sonar,Desktop 3,NO
44981,15/06/22 11:14:05,S-04,Sonar,desktop 4,NO
44982,15/06/22 11:14:06,S-05,Sonar,sada,NO
44983,15/06/22 11:14:18,S-01,Sonar,Desktop 1,NO
44984,15/06/22 11:14:19,S-02,Sonar,sada,YES
44985,15/06/22 11:14:20,S-03,Sonar,Desktop 3,NO
44986,15/06/22 11:14:21,S-04,Sonar,desktop 4,NO
44987,15/06/22 11:14:22,S-05,Sonar,sada,NO
44988,15/06/22 11:14:33,S-01,Sonar,Desktop 1,NO
44989,15/06/22 11:14:36,S-02,Sonar,sada,NO
44990,15/06/22 11:14:37,S-03,Sonar,Desktop 3,NO
44991,15/06/22 11:14:38,S-04,Sonar,desktop 4,NO
44992,15/06/22 11:14:39,S-05,Sonar,sada,NO
44993,15/06/22 11:14:50,S-01,Sonar,Desktop 1,YES
44994,15/06/22 11:14:52,S-02,Sonar,sada,NO
44995,15/06/22 11:14:53,S-03,Sonar,Desktop 3,NO
44996,15/06/22 11:14:54,S-04,Sonar,desktop 4,NO
44997,15/06/22 11:14:55,S-05,Sonar,sada,NO
44998,15/06/22 11:15:07,S-01,Sonar,Desktop 1,YES
44999,15/06/22 11:15:08,S-02,Sonar,sada,NO
45000,15/06/22 11:15:09,S-03,Sonar,Desktop 3,NO
45001,15/06/22 11:15:10,S-04,Sonar,desktop 4,NO
45002,15/06/22 11:15:11,S-05,Sonar,sada,NO
45003,15/06/22 11:15:23,S-01,Sonar,Desktop 1,YES
45004,15/06/22 11:15:24,S-02,Sonar,sada,NO
45005,15/06/22 11:15:25,S-03,Sonar,Desktop 3,NO
45006,15/06/22 11:15:26,S-04,Sonar,desktop 4,NO
45007,15/06/22 11:15:28,S-05,Sonar,sada,NO
45008,15/06/22 11:15:39,S-01,Sonar,Desktop 1,YES
45009,15/06/22 11:15:40,S-02,Sonar,sada,YES
45010,15/06/22 11:15:42,S-03,Sonar,Desktop 3,NO
45011,15/06/22 11:15:43,S-04,Sonar,desktop 4,NO
45012,15/06/22 11:15:44,S-05,Sonar,sada,NO
45013,15/06/22 11:15:47,D-01,OpenMV Camera,Desktop,out
45014,15/06/22 11:15:56,S-01,Sonar,Desktop 1,NO
45015,15/06/22 11:15:57,S-02,Sonar,sada,NO
45016,15/06/22 11:15:58,S-03,Sonar,Desktop 3,NO
45017,15/06/22 11:16:00,S-04,Sonar,desktop 4,NO
45018,15/06/22 11:16:01,S-05,Sonar,sada,NO
45019,15/06/22 11:16:12,D-01,OpenMV Camera,Desktop,in
45020,15/06/22 11:16:12,S-01,Sonar,Desktop 1,NO
45021,15/06/22 11:16:13,S-02,Sonar,sada,NO
45022,15/06/22 11:16:14,S-03,Sonar,Desktop 3,NO
45023,15/06/22 11:16:15,D-01,OpenMV Camera,Desktop,in
45024,15/06/22 11:16:15,S-04,Sonar,desktop 4,NO
45025,15/06/22 11:16:17,D-01,OpenMV Camera,Desktop,in
45026,15/06/22 11:16:17,S-05,Sonar,sada,NO
45027,15/06/22 11:16:28,S-01,Sonar,Desktop 1,NO
45028,15/06/22 11:16:29,S-02,Sonar,sada,NO
45029,15/06/22 11:16:31,S-03,Sonar,Desktop 3,NO
45030,15/06/22 11:16:32,S-04,Sonar,desktop 4,NO
45031,15/06/22 11:16:33,S-05,Sonar,sada,NO
45032,15/06/22 11:16:34,D-01,OpenMV Camera,Desktop,out
45033,15/06/22 11:16:44,S-01,Sonar,Desktop 1,NO
45034,15/06/22 11:16:45,S-02,Sonar,sada,NO
45035,15/06/22 11:16:46,S-03,Sonar,Desktop 3,NO
45036,15/06/22 11:16:48,S-04,Sonar,desktop 4,NO
45037,15/06/22 11:16:49,S-05,Sonar,sada,NO
45038,15/06/22 11:17:00,S-01,Sonar,Desktop 1,NO
45039,15/06/22 11:17:01,S-02,Sonar,sada,NO
45040,15/06/22 11:17:02,S-03,Sonar,Desktop 3,NO
45041,15/06/22 11:17:03,S-04,Sonar,desktop 4,NO
45042,15/06/22 11:17:05,S-05,Sonar,sada,NO
45043,15/06/22 11:17:41,S-01,Sonar,Desktop 1,NO
45044,15/06/22 11:17:42,S-02,Sonar,sada,NO
45045,15/06/22 11:17:43,S-03,Sonar,Desktop 3,NO
45046,15/06/22 11:17:45,S-04,Sonar,desktop 4,NO
45047,15/06/22 11:17:46,S-05,Sonar,sada,NO
45048,15/06/22 11:17:58,S-01,Sonar,Desktop 1,NO
45049,15/06/22 11:17:59,S-02,Sonar,sada,NO
45050,15/06/22 11:18:00,S-03,Sonar,Desktop 3,NO
45051,15/06/22 11:18:01,S-04,Sonar,desktop 4,NO
45052,15/06/22 11:18:02,S-05,Sonar,sada,NO
45053,15/06/22 11:18:13,D-01,OpenMV Camera,Desktop,in
45054,15/06/22 11:18:14,S-01,Sonar,Desktop 1,NO
45055,15/06/22 11:18:15,S-02,Sonar,sada,NO
45056,15/06/22 11:18:16,S-03,Sonar,Desktop 3,NO
45057,15/06/22 11:18:17,D-01,OpenMV Camera,Desktop,out
45058,15/06/22 11:18:17,S-04,Sonar,desktop 4,NO
45059,15/06/22 11:18:18,S-05,Sonar,sada,NO
45060,15/06/22 11:18:30,S-01,Sonar,Desktop 1,NO
45061,15/06/22 11:18:31,D-01,OpenMV Camera,Desktop,in
45062,15/06/22 11:18:31,S-02,Sonar,sada,NO
45063,15/06/22 11:18:32,S-03,Sonar,Desktop 3,NO
45064,15/06/22 11:18:34,S-04,Sonar,desktop 4,NO
45065,15/06/22 11:18:35,S-05,Sonar,sada,NO
45066,15/06/22 11:18:46,S-01,Sonar,Desktop 1,NO
45067,15/06/22 11:18:47,S-02,Sonar,sada,NO
45068,15/06/22 11:18:49,S-03,Sonar,Desktop 3,NO
45069,15/06/22 11:18:57,D-01,OpenMV Camera,Desktop,in
45070,15/06/22 11:19:00,S-05,Sonar,sada,NO
45071,15/06/22 11:19:14,S-01,Sonar,Desktop 1,NO
45072,15/06/22 11:19:15,S-02,Sonar,sada,NO
45073,15/06/22 11:19:16,S-03,Sonar,Desktop 3,NO
45074,15/06/22 11:19:17,S-04,Sonar,desktop 4,NO
45075,15/06/22 11:19:18,S-05,Sonar,sada,NO
45076,15/06/22 11:19:26,D-01,OpenMV Camera,Desktop,out
45077,15/06/22 11:19:30,S-01,Sonar,Desktop 1,NO
45078,15/06/22 11:19:31,S-02,Sonar,sada,YES
45079,15/06/22 11:19:33,S-03,Sonar,Desktop 3,NO
45080,15/06/22 11:19:35,S-04,Sonar,desktop 4,NO
45081,15/06/22 11:19:36,S-05,Sonar,sada,YES
45082,15/06/22 11:19:47,S-01,Sonar,Desktop 1,NO
45083,15/06/22 11:19:48,S-02,Sonar,sada,YES
45084,15/06/22 11:19:49,S-03,Sonar,Desktop 3,NO
45085,15/06/22 11:19:51,S-04,Sonar,desktop 4,NO
45086,15/06/22 11:19:52,S-05,Sonar,sada,NO
45087,15/06/22 11:20:03,S-01,Sonar,Desktop 1,NO
45088,15/06/22 11:20:05,S-02,Sonar,sada,YES
45089,15/06/22 11:20:06,S-03,Sonar,Desktop 3,NO
45090,15/06/22 11:20:07,S-04,Sonar,desktop 4,NO
45091,15/06/22 11:20:09,S-05,Sonar,sada,NO
45092,15/06/22 11:20:20,D-01,OpenMV Camera,Desktop,in
45093,15/06/22 11:20:20,S-01,Sonar,Desktop 1,NO
45094,15/06/22 11:20:22,S-02,Sonar,sada,YES
45095,15/06/22 11:20:23,S-03,Sonar,Desktop 3,NO
45096,15/06/22 11:20:24,S-04,Sonar,desktop 4,NO
45097,15/06/22 11:20:26,S-05,Sonar,sada,NO
45098,15/06/22 11:20:37,S-01,Sonar,Desktop 1,NO
45099,15/06/22 11:20:39,S-02,Sonar,sada,NO
45100,15/06/22 11:20:40,S-03,Sonar,Desktop 3,NO
45101,15/06/22 11:20:41,S-04,Sonar,desktop 4,NO
45102,15/06/22 11:20:42,S-05,Sonar,sada,NO
45103,15/06/22 11:20:56,S-01,Sonar,Desktop 1,NO
45104,15/06/22 11:20:57,S-02,Sonar,sada,YES
45105,15/06/22 11:20:58,S-03,Sonar,Desktop 3,NO
45106,15/06/22 11:20:59,S-04,Sonar,desktop 4,NO
45107,15/06/22 11:21:00,S-05,Sonar,sada,NO
45108,15/06/22 11:21:11,S-01,Sonar,Desktop 1,NO
45109,15/06/22 11:21:13,S-02,Sonar,sada,YES
45110,15/06/22 11:21:14,S-03,Sonar,Desktop 3,NO
45111,15/06/22 11:21:15,S-04,Sonar,desktop 4,NO
45112,15/06/22 11:21:16,S-05,Sonar,sada,NO
45113,15/06/22 11:21:18,D-01,OpenMV Camera,Desktop,in
45114,15/06/22 11:21:27,S-01,Sonar,Desktop 1,NO
45115,15/06/22 11:21:29,S-02,Sonar,sada,NO
45116,15/06/22 11:21:30,S-03,Sonar,Desktop 3,NO
45117,15/06/22 11:21:31,S-04,Sonar,desktop 4,NO
45118,15/06/22 11:21:32,S-05,Sonar,sada,NO
45119,15/06/22 11:21:44,S-01,Sonar,Desktop 1,NO
45120,15/06/22 11:21:45,S-02,Sonar,sada,YES
45121,15/06/22 11:21:46,S-03,Sonar,Desktop 3,NO
45122,15/06/22 11:21:48,S-04,Sonar,desktop 4,NO
45123,15/06/22 11:21:50,S-05,Sonar,sada,YES
45124,15/06/22 11:22:01,S-01,Sonar,Desktop 1,NO
45125,15/06/22 11:22:03,D-01,OpenMV Camera,Desktop,out
45126,15/06/22 11:22:03,S-02,Sonar,sada,YES
45127,15/06/22 11:22:04,S-03,Sonar,Desktop 3,NO
45128,15/06/22 11:22:05,S-04,Sonar,desktop 4,NO
45129,15/06/22 11:22:06,S-05,Sonar,sada,YES
45130,15/06/22 11:22:18,S-01,Sonar,Desktop 1,NO
45131,15/06/22 11:22:19,S-02,Sonar,sada,YES
45132,15/06/22 11:22:20,S-03,Sonar,Desktop 3,NO
45133,15/06/22 11:22:21,S-04,Sonar,desktop 4,NO
45134,15/06/22 11:22:22,S-05,Sonar,sada,YES
45135,15/06/22 11:22:34,S-01,Sonar,Desktop 1,NO
45136,15/06/22 11:22:35,S-02,Sonar,sada,NO
45137,15/06/22 11:22:36,S-03,Sonar,Desktop 3,NO
45138,15/06/22 11:22:37,S-04,Sonar,desktop 4,NO
45139,15/06/22 11:22:39,S-05,Sonar,sada,NO
45140,15/06/22 11:22:50,S-01,Sonar,Desktop 1,NO
45141,15/06/22 11:22:51,D-01,OpenMV Camera,Desktop,out
45142,15/06/22 11:22:52,S-02,Sonar,sada,YES
45143,15/06/22 11:22:53,S-03,Sonar,Desktop 3,NO
45144,15/06/22 11:22:54,D-01,OpenMV Camera,Desktop,out
45145,15/06/22 11:22:54,S-04,Sonar,desktop 4,NO
45146,15/06/22 11:22:55,S-05,Sonar,sada,YES
45147,15/06/22 11:23:07,S-01,Sonar,Desktop 1,NO
45148,15/06/22 11:23:08,S-02,Sonar,sada,NO
45149,15/06/22 11:23:10,S-03,Sonar,Desktop 3,NO
45150,15/06/22 11:23:11,S-04,Sonar,desktop 4,NO
45151,15/06/22 11:23:13,S-05,Sonar,sada,YES
45152,15/06/22 11:23:25,S-01,Sonar,Desktop 1,YES
45153,15/06/22 11:23:26,S-02,Sonar,sada,NO
45154,15/06/22 11:23:27,S-03,Sonar,Desktop 3,YES
45155,15/06/22 11:23:28,S-04,Sonar,desktop 4,NO
45156,15/06/22 11:23:29,S-05,Sonar,sada,YES
45157,15/06/22 11:23:41,S-01,Sonar,Desktop 1,NO
45158,15/06/22 11:23:42,S-02,Sonar,sada,YES
45159,15/06/22 11:23:43,S-03,Sonar,Desktop 3,NO
45160,15/06/22 11:23:44,S-04,Sonar,desktop 4,NO
45161,15/06/22 11:23:45,S-05,Sonar,sada,YES
45162,15/06/22 11:23:57,S-01,Sonar,Desktop 1,NO
45163,15/06/22 11:23:58,S-02,Sonar,sada,YES
45164,15/06/22 11:24:00,S-03,Sonar,Desktop 3,NO
45165,15/06/22 11:24:01,D-01,OpenMV Camera,Desktop,in
45166,15/06/22 11:24:01,S-04,Sonar,desktop 4,NO
45167,15/06/22 11:24:02,S-05,Sonar,sada,YES
45168,15/06/22 11:24:14,S-01,Sonar,Desktop 1,NO
45169,15/06/22 11:24:15,S-02,Sonar,sada,YES
45170,15/06/22 11:24:16,S-03,Sonar,Desktop 3,NO
45171,15/06/22 11:24:17,S-04,Sonar,desktop 4,NO
45172,15/06/22 11:24:18,S-05,Sonar,sada,YES
45173,15/06/22 11:24:30,S-01,Sonar,Desktop 1,NO
45174,15/06/22 11:24:32,S-02,Sonar,sada,YES
45175,15/06/22 11:24:33,S-03,Sonar,Desktop 3,NO
45176,15/06/22 11:24:35,S-04,Sonar,desktop 4,NO
45177,15/06/22 11:24:36,S-05,Sonar,sada,YES
45178,15/06/22 11:24:42,D-01,OpenMV Camera,Desktop,out
45179,15/06/22 11:24:48,S-01,Sonar,Desktop 1,NO
45180,15/06/22 11:24:49,D-01,OpenMV Camera,Desktop,out
45181,15/06/22 11:24:49,S-02,Sonar,sada,YES
45182,15/06/22 11:24:50,S-03,Sonar,Desktop 3,NO
45183,15/06/22 11:24:51,S-04,Sonar,desktop 4,NO
45184,15/06/22 11:24:52,S-05,Sonar,sada,YES
45185,15/06/22 11:24:59,D-01,OpenMV Camera,Desktop,in
45186,15/06/22 11:25:04,S-01,Sonar,Desktop 1,NO
45187,15/06/22 11:25:05,S-02,Sonar,sada,YES
45188,15/06/22 11:25:06,S-03,Sonar,Desktop 3,NO
45189,15/06/22 11:25:07,S-04,Sonar,desktop 4,NO
45190,15/06/22 11:25:09,S-05,Sonar,sada,YES
45191,15/06/22 11:25:20,S-01,Sonar,Desktop 1,NO
45192,15/06/22 11:25:21,S-02,Sonar,sada,NO
45193,15/06/22 11:25:22,S-03,Sonar,Desktop 3,NO
45194,15/06/22 11:25:23,S-04,Sonar,desktop 4,NO
45195,15/06/22 11:25:25,S-05,Sonar,sada,NO
45196,15/06/22 11:25:36,S-01,Sonar,Desktop 1,NO
45197,15/06/22 11:25:37,S-02,Sonar,sada,NO
45198,15/06/22 11:25:38,S-03,Sonar,Desktop 3,NO
45199,15/06/22 11:25:40,S-04,Sonar,desktop 4,NO
45200,15/06/22 11:25:41,S-05,Sonar,sada,NO
45201,15/06/22 11:26:03,S-01,Sonar,Desktop 1,NO
45202,15/06/22 11:26:04,S-02,Sonar,sada,NO
45203,15/06/22 11:26:06,S-03,Sonar,Desktop 3,NO
45204,15/06/22 11:26:07,S-04,Sonar,desktop 4,NO
45205,15/06/22 11:26:08,S-05,Sonar,sada,NO
45206,15/06/22 11:26:19,D-01,OpenMV Camera,Desktop,out
45207,15/06/22 11:26:19,S-01,Sonar,Desktop 1,NO
45208,15/06/22 11:26:20,S-02,Sonar,sada,NO
45209,15/06/22 11:26:21,D-01,OpenMV Camera,Desktop,out
45210,15/06/22 11:26:21,S-03,Sonar,Desktop 3,NO
45211,15/06/22 11:26:23,S-04,Sonar,desktop 4,NO
45212,15/06/22 11:26:24,S-05,Sonar,sada,NO
45213,15/06/22 11:26:35,S-01,Sonar,Desktop 1,NO
45214,15/06/22 11:26:36,S-02,Sonar,sada,NO
45215,15/06/22 11:26:38,S-03,Sonar,Desktop 3,NO
45216,15/06/22 11:26:39,S-04,Sonar,desktop 4,NO
45217,15/06/22 11:26:40,S-05,Sonar,sada,NO
45218,15/06/22 11:26:51,S-01,Sonar,Desktop 1,NO
45219,15/06/22 11:26:52,S-02,Sonar,sada,NO
45220,15/06/22 11:26:54,S-03,Sonar,Desktop 3,NO
45221,15/06/22 11:26:55,S-04,Sonar,desktop 4,NO
45222,15/06/22 11:26:56,S-05,Sonar,sada,NO
45223,15/06/22 11:27:07,S-01,Sonar,Desktop 1,NO
45224,15/06/22 11:27:09,S-02,Sonar,sada,NO
45225,15/06/22 11:27:10,S-03,Sonar,Desktop 3,NO
45226,15/06/22 11:27:11,S-04,Sonar,desktop 4,NO
45227,15/06/22 11:27:13,S-05,Sonar,sada,NO
45228,15/06/22 11:27:25,S-01,Sonar,Desktop 1,NO
45229,15/06/22 11:27:26,D-01,OpenMV Camera,Desktop,in
45230,15/06/22 11:27:26,S-02,Sonar,sada,YES
45231,15/06/22 11:27:27,S-03,Sonar,Desktop 3,NO
45232,15/06/22 11:27:28,S-04,Sonar,desktop 4,NO
45233,15/06/22 11:27:29,S-05,Sonar,sada,NO
45234,15/06/22 11:27:41,S-01,Sonar,Desktop 1,NO
45235,15/06/22 11:27:42,S-02,Sonar,sada,NO
45236,15/06/22 11:27:43,S-03,Sonar,Desktop 3,NO
45237,15/06/22 11:27:44,S-04,Sonar,desktop 4,NO
45238,15/06/22 11:27:45,S-05,Sonar,sada,NO
45239,15/06/22 11:27:57,S-01,Sonar,Desktop 1,NO
45240,15/06/22 11:27:58,S-02,Sonar,sada,NO
45241,15/06/22 11:27:59,S-03,Sonar,Desktop 3,NO
45242,15/06/22 11:28:00,S-04,Sonar,desktop 4,NO
45243,15/06/22 11:28:01,S-05,Sonar,sada,NO
45244,15/06/22 11:28:12,S-01,Sonar,Desktop 1,NO
45245,15/06/22 11:28:14,S-02,Sonar,sada,NO
45246,15/06/22 11:28:15,S-03,Sonar,Desktop 3,NO
45247,15/06/22 11:28:16,S-04,Sonar,desktop 4,NO
45248,15/06/22 11:28:18,S-05,Sonar,sada,NO
45249,15/06/22 11:28:29,S-01,Sonar,Desktop 1,NO
45250,15/06/22 11:28:30,S-02,Sonar,sada,NO
45251,15/06/22 11:28:41,S-03,Sonar,Desktop 3,NO
45252,15/06/22 11:28:44,S-04,Sonar,desktop 4,NO
45253,15/06/22 11:28:45,S-05,Sonar,sada,NO
45254,15/06/22 11:28:57,S-01,Sonar,Desktop 1,YES
45255,15/06/22 11:28:58,S-02,Sonar,sada,YES
45256,15/06/22 11:28:59,S-03,Sonar,Desktop 3,NO
45257,15/06/22 11:29:00,S-04,Sonar,desktop 4,NO
45258,15/06/22 11:29:01,S-05,Sonar,sada,NO
45259,15/06/22 11:29:13,S-01,Sonar,Desktop 1,NO
45260,15/06/22 11:29:14,S-02,Sonar,sada,YES
45261,15/06/22 11:29:15,S-03,Sonar,Desktop 3,NO
45262,15/06/22 11:29:16,S-04,Sonar,desktop 4,NO
45263,15/06/22 11:29:18,S-05,Sonar,sada,YES
45264,15/06/22 11:29:29,S-01,Sonar,Desktop 1,NO
45265,15/06/22 11:29:31,S-02,Sonar,sada,YES
45266,15/06/22 11:29:32,S-03,Sonar,Desktop 3,NO
45267,15/06/22 11:29:33,S-04,Sonar,desktop 4,NO
45268,15/06/22 11:29:34,S-05,Sonar,sada,NO
45269,15/06/22 11:29:45,S-01,Sonar,Desktop 1,NO
45270,15/06/22 11:29:47,S-02,Sonar,sada,YES
45271,15/06/22 11:29:48,S-03,Sonar,Desktop 3,NO
45272,15/06/22 11:29:49,S-04,Sonar,desktop 4,NO
45273,15/06/22 11:29:50,S-05,Sonar,sada,NO
45274,15/06/22 11:30:02,S-01,Sonar,Desktop 1,NO
45275,15/06/22 11:30:03,S-02,Sonar,sada,NO
45276,15/06/22 11:30:05,S-03,Sonar,Desktop 3,NO
45277,15/06/22 11:30:06,S-04,Sonar,desktop 4,NO
45278,15/06/22 11:30:07,S-05,Sonar,sada,YES
45279,15/06/22 11:30:19,S-01,Sonar,Desktop 1,NO
45280,15/06/22 11:30:20,S-02,Sonar,sada,YES
45281,15/06/22 11:30:22,S-03,Sonar,Desktop 3,NO
